month,category,monthly_income,prev_month_expense,savings_rate,expense_ratio,safe_spending_limit
2,Entertainment,55741,4079.17,0.9268,0.0732,38062.74
2,Shopping,366667,46019.09,0.8745,0.1255,251269.66
2,Entertainment,80908,6083.9,0.9248,0.0752,57829.26
9,Bills,136182,8460.97,0.9379,0.0621,94580.55
8,Medical,139104,7423.91,0.9466,0.0534,92070.29
1,Entertainment,104529,2736.31,0.9738,0.0262,72961.14
8,Food,90091,11501.29,0.8723,0.1277,64369.26
8,Investment,34802,7468.93,0.7854,0.2146,22783.37
1,Shopping,30021,4739.62,0.8421,0.1579,20898.61
8,Bills,305686,29965.93,0.902,0.098,212018.96
5,Shopping,22431,1791.49,0.9201,0.0799,15631.08
11,Food,47418,3440.4,0.9274,0.0726,33709.19
5,Shopping,37851,6142.79,0.8377,0.1623,27167.3
7,Investment,175831,13131.61,0.9253,0.0747,114542.72
12,Groceries,29134,4763.33,0.8365,0.1635,20651.79
6,Investment,31079,2297.41,0.9261,0.0739,21255.48
5,Medical,84779,6440.53,0.924,0.076,56956.08
12,Entertainment,185103,5234.82,0.9717,0.0283,127081.86
2,Rent,20208,7787.06,0.6147,0.3853,13198.8
9,Investment,301407,31688.53,0.8949,0.1051,211562.06
12,Entertainment,117618,3619.39,0.9692,0.0308,84043.44
1,Travel,323728,32180.31,0.9006,0.0994,230129.31
7,Investment,188059,19177.01,0.898,0.102,129753.45
3,Rent,181972,34050.84,0.8129,0.1871,130091.54
3,Rent,24421,10610.94,0.5655,0.4345,16853.56
9,Travel,350872,42542.8,0.8788,0.1212,228082.85
4,Shopping,33112,3492.51,0.8945,0.1055,22585.12
8,Investment,313936,57081.95,0.8182,0.1818,208619.22
11,Entertainment,26134,771.83,0.9705,0.0295,19231.5
7,Food,18357,2073.1,0.8871,0.1129,11971.2
7,Groceries,381871,47955.37,0.8744,0.1256,261845.04
1,Bills,321757,19468.91,0.9395,0.0605,209704.49
9,Groceries,28791,5281.82,0.8165,0.1835,19095.34
12,Groceries,65549,8819.53,0.8655,0.1345,47807.38
5,Travel,23924,4434.87,0.8146,0.1854,16083.23
9,Groceries,304135,19646.25,0.9354,0.0646,218157.39
12,Groceries,91830,14188.12,0.8455,0.1545,67160.97
6,Groceries,197859,15361.67,0.9224,0.0776,138525.74
7,Rent,16251,3726.55,0.7707,0.2293,11066.86
2,Investment,16961,4239.44,0.75,0.25,11562.26
8,Investment,161576,20127.2,0.8754,0.1246,107166.5
10,Shopping,42480,7724.85,0.8182,0.1818,31857.03
3,Bills,15270,1502.54,0.9016,0.0984,10871.03
7,Shopping,177963,10101.65,0.9432,0.0568,118050.45
5,Bills,73929,9216.24,0.8753,0.1247,48950.91
10,Shopping,304188,36981.08,0.8784,0.1216,211780.76
4,Food,141430,9340.48,0.934,0.066,98856.5
9,Shopping,35377,1647.48,0.9534,0.0466,24978.59
11,Medical,443767,16580.45,0.9626,0.0374,307101.22
12,Entertainment,139019,5327.32,0.9617,0.0383,105212.2
10,Travel,23806,1589.98,0.9332,0.0668,16978.41
9,Medical,416896,26994.04,0.9352,0.0648,297126.74
6,Groceries,19624,3938.39,0.7993,0.2007,13532.67
6,Groceries,442318,28437.55,0.9357,0.0643,308536.24
7,Bills,49368,5342.8,0.8918,0.1082,33166.71
2,Food,80143,9996.38,0.8753,0.1247,56832.64
3,Rent,107566,18220.96,0.8306,0.1694,72953.9
8,Groceries,118279,17536.15,0.8517,0.1483,83091.23
5,Shopping,34343,2820.83,0.9179,0.0821,24503.99
2,Rent,191419,41230.62,0.7846,0.2154,137260.49
8,Rent,386950,74512.23,0.8074,0.1926,253992.5
5,Entertainment,30316,2689.35,0.9113,0.0887,20016.16
6,Investment,210589,41151.09,0.8046,0.1954,150371.97
8,Bills,44601,3286.4,0.9263,0.0737,30005.98
3,Groceries,62734,8729.66,0.8608,0.1392,41804.23
6,Investment,99028,29339.59,0.7037,0.2963,67142.46
10,Rent,77386,35204.66,0.5451,0.4549,54890.17
10,Rent,16814,9754.0,0.4199,0.5801,12244.89
10,Bills,16609,1806.39,0.8912,0.1088,11480.85
11,Travel,35338,7226.69,0.7955,0.2045,25169.69
10,Food,147224,8564.09,0.9418,0.0582,101511.43
10,Shopping,19586,4107.85,0.7903,0.2097,14026.16
11,Groceries,118443,9082.07,0.9233,0.0767,80788.98
7,Entertainment,323805,6087.9,0.9812,0.0188,218052.9
4,Rent,181326,30050.92,0.8343,0.1657,129422.55
6,Shopping,280152,14970.06,0.9466,0.0534,198323.79
7,Food,234578,15294.45,0.9348,0.0652,167025.64
4,Bills,195598,9064.12,0.9537,0.0463,136344.89
9,Shopping,23339,1288.7,0.9448,0.0552,16044.64
12,Food,43243,3430.54,0.9207,0.0793,29547.14
5,Rent,60680,26674.8,0.5604,0.4396,41286.99
2,Investment,41513,9043.61,0.7821,0.2179,27569.07
11,Investment,446686,99926.35,0.7763,0.2237,325406.64
1,Travel,16371,3118.5,0.8095,0.1905,10759.0
8,Food,45426,7983.73,0.8242,0.1758,30558.21
1,Medical,44226,3238.9,0.9268,0.0732,30528.11
12,Bills,156997,8241.8,0.9475,0.0525,115525.76
6,Bills,348725,29598.64,0.9151,0.0849,235003.09
2,Investment,36864,2439.89,0.9338,0.0662,25568.55
4,Entertainment,18809,1438.22,0.9235,0.0765,12455.8
9,Food,67793,5255.98,0.9225,0.0775,46803.05
8,Travel,311462,9724.01,0.9688,0.0312,209883.99
6,Investment,45811,14411.21,0.6854,0.3146,32107.95
9,Groceries,253687,35295.08,0.8609,0.1391,169400.63
11,Travel,209615,25446.32,0.8786,0.1214,153169.95
7,Groceries,457165,69860.37,0.8472,0.1528,300467.3
8,Groceries,123382,7841.98,0.9364,0.0636,81478.42
6,Bills,444936,34077.44,0.9234,0.0766,296238.81
7,Medical,22754,1568.18,0.9311,0.0689,16375.82
10,Travel,68624,7341.63,0.893,0.107,49904.1
3,Rent,53744,15188.04,0.7174,0.2826,37087.93
4,Rent,179526,47737.19,0.7341,0.2659,119037.37
6,Shopping,152664,11026.85,0.9278,0.0722,101647.1
3,Entertainment,42241,2870.33,0.932,0.068,27711.04
7,Rent,69183,22328.3,0.6773,0.3227,46100.91
11,Medical,38353,2690.02,0.9299,0.0701,28054.84
3,Investment,171232,26832.98,0.8433,0.1567,112195.43
12,Rent,464037,123216.06,0.7345,0.2655,345577.7
1,Entertainment,24290,1705.65,0.9298,0.0702,16215.07
11,Bills,32707,2617.21,0.92,0.08,23230.9
3,Shopping,133040,9327.46,0.9299,0.0701,90339.19
5,Medical,41890,2482.11,0.9407,0.0593,29614.58
6,Groceries,28590,4316.89,0.849,0.151,19538.95
6,Shopping,211569,12059.84,0.943,0.057,138083.9
10,Shopping,174229,20230.5,0.8839,0.1161,125144.16
11,Bills,33947,2690.16,0.9208,0.0792,23545.11
1,Entertainment,186436,15622.33,0.9162,0.0838,131994.96
4,Food,56411,5100.75,0.9096,0.0904,39346.36
7,Medical,35073,2225.92,0.9365,0.0635,23792.81
5,Bills,408785,37453.62,0.9084,0.0916,283392.33
5,Entertainment,16269,633.2,0.9611,0.0389,11269.97
6,Food,216555,26160.51,0.8792,0.1208,144040.11
11,Food,19675,2140.69,0.8912,0.1088,14745.62
11,Entertainment,24782,2224.4,0.9102,0.0898,16968.89
5,Entertainment,287593,9531.68,0.9669,0.0331,189813.47
3,Medical,27395,1589.43,0.942,0.058,19633.15
8,Entertainment,59095,2078.35,0.9648,0.0352,38442.09
8,Entertainment,66940,4942.15,0.9262,0.0738,44456.79
9,Entertainment,265524,4580.17,0.9828,0.0172,182651.01
1,Investment,291563,22478.06,0.9229,0.0771,192106.81
9,Shopping,28917,2745.42,0.9051,0.0949,20181.23
2,Food,77672,10391.03,0.8662,0.1338,50788.1
9,Investment,96751,21288.56,0.78,0.22,63038.63
3,Investment,20089,3645.91,0.8185,0.1815,13747.48
4,Medical,379736,20228.96,0.9467,0.0533,249815.22
2,Bills,149646,11524.5,0.923,0.077,104469.47
8,Bills,406251,33888.96,0.9166,0.0834,264537.37
12,Entertainment,92833,4859.59,0.9477,0.0523,65778.78
10,Rent,22204,6449.37,0.7095,0.2905,16348.11
3,Investment,145039,13332.52,0.9081,0.0919,103484.3
1,Medical,18560,982.79,0.947,0.053,12607.57
2,Entertainment,331562,9575.28,0.9711,0.0289,222826.49
3,Investment,103159,7613.19,0.9262,0.0738,72103.37
5,Bills,79320,9175.53,0.8843,0.1157,54945.56
4,Travel,214678,30485.32,0.858,0.142,142286.99
9,Medical,34713,2884.72,0.9169,0.0831,22785.32
2,Investment,68061,5756.31,0.9154,0.0846,44529.8
1,Shopping,95201,8143.06,0.9145,0.0855,67855.49
1,Food,151628,25793.45,0.8299,0.1701,103118.74
1,Rent,77464,15742.15,0.7968,0.2032,54639.11
9,Medical,40905,2272.2,0.9445,0.0555,28969.24
10,Bills,68982,5099.81,0.9261,0.0739,50166.92
4,Groceries,21297,2062.97,0.9031,0.0969,14526.6
2,Food,138990,18653.69,0.8658,0.1342,92371.08
9,Travel,15066,417.82,0.9723,0.0277,10013.8
10,Investment,216932,16018.21,0.9262,0.0738,159995.73
10,Rent,375309,110327.25,0.706,0.294,254942.29
10,Entertainment,18084,1523.81,0.9157,0.0843,12547.74
6,Rent,401682,121735.32,0.6969,0.3031,284296.38
7,Rent,16515,7408.42,0.5514,0.4486,11170.21
9,Medical,76928,1987.22,0.9742,0.0258,51709.92
10,Groceries,188658,27211.74,0.8558,0.1442,132245.17
9,Entertainment,350653,17531.83,0.95,0.05,230868.78
3,Medical,34499,688.78,0.98,0.02,22627.82
3,Shopping,96407,7710.32,0.92,0.08,68085.24
8,Investment,464860,85685.32,0.8157,0.1843,312153.58
6,Entertainment,50463,2217.76,0.9561,0.0439,35755.61
2,Shopping,462048,36109.15,0.9218,0.0782,325981.52
3,Shopping,83139,8238.96,0.9009,0.0991,59407.26
8,Shopping,17939,1151.33,0.9358,0.0642,11719.62
2,Shopping,89182,6310.76,0.9292,0.0708,61898.91
2,Investment,434856,125249.21,0.712,0.288,310402.84
12,Bills,241505,11103.29,0.954,0.046,166881.89
2,Groceries,64645,9283.28,0.8564,0.1436,44417.86
5,Medical,151796,4955.01,0.9674,0.0326,103119.26
7,Food,23633,5430.7,0.7702,0.2298,15876.89
5,Shopping,21468,937.1,0.9563,0.0437,14673.58
9,Shopping,47337,4165.46,0.912,0.088,33493.58
11,Groceries,209637,29350.42,0.86,0.14,150169.79
1,Bills,93066,11128.9,0.8804,0.1196,61196.67
2,Investment,47102,2692.08,0.9428,0.0572,33261.93
10,Groceries,413286,72835.12,0.8238,0.1762,302490.87
7,Investment,38929,5193.35,0.8666,0.1334,27719.6
2,Travel,23243,2950.95,0.873,0.127,16660.19
4,Investment,94229,7573.81,0.9196,0.0804,67524.29
7,Rent,19631,5033.98,0.7436,0.2564,13259.35
11,Shopping,416597,65057.77,0.8438,0.1562,297875.01
6,Entertainment,29368,1083.58,0.9631,0.0369,19341.03
12,Food,64904,15874.69,0.7554,0.2446,46111.69
11,Travel,91856,21252.54,0.7686,0.2314,63038.88
11,Groceries,15585,3245.61,0.7917,0.2083,10933.49
7,Rent,187245,46069.84,0.754,0.246,132585.84
6,Travel,23320,2277.26,0.9023,0.0977,15461.56
7,Groceries,47988,3526.53,0.9265,0.0735,32509.72
2,Entertainment,18140,1766.49,0.9026,0.0974,12397.64
3,Rent,465369,95077.99,0.7957,0.2043,332382.97
2,Entertainment,76655,6726.08,0.9123,0.0877,53428.41
10,Food,27630,4905.29,0.8225,0.1775,20138.18
12,Investment,39130,10681.59,0.727,0.273,28395.91
10,Food,70977,9713.03,0.8632,0.1368,49423.07
11,Bills,25992,2696.2,0.8963,0.1037,17676.0
5,Bills,19823,910.52,0.9541,0.0459,13311.89
2,Investment,19212,4449.22,0.7684,0.2316,12867.54
1,Food,49428,7373.34,0.8508,0.1492,34202.01
1,Shopping,17120,2859.23,0.833,0.167,12183.66
11,Travel,22246,5161.66,0.768,0.232,15729.03
2,Groceries,326082,50122.45,0.8463,0.1537,230483.39
1,Entertainment,88762,9184.1,0.8965,0.1035,62611.82
8,Medical,156207,5500.59,0.9648,0.0352,108901.73
7,Medical,32367,2003.57,0.9381,0.0619,22736.39
10,Entertainment,69097,4284.91,0.938,0.062,47909.75
2,Groceries,43890,7527.0,0.8285,0.1715,30701.47
4,Investment,32067,2284.33,0.9288,0.0712,21387.56
12,Food,21447,2742.38,0.8721,0.1279,16152.69
6,Shopping,61819,3058.38,0.9505,0.0495,43712.35
3,Medical,401798,10658.11,0.9735,0.0265,271184.12
3,Travel,436042,55690.3,0.8723,0.1277,289424.66
8,Travel,19500,4349.41,0.777,0.223,13683.38
6,Entertainment,45107,1507.93,0.9666,0.0334,31612.16
3,Groceries,24154,3112.92,0.8711,0.1289,16342.15
2,Travel,18203,1030.85,0.9434,0.0566,12066.13
11,Bills,456306,39458.15,0.9135,0.0865,325016.98
8,Shopping,109327,4516.06,0.9587,0.0413,74412.35
5,Food,471189,27586.81,0.9415,0.0585,315768.05
6,Medical,38733,3193.48,0.9176,0.0824,27487.06
1,Rent,32557,11266.24,0.654,0.346,21356.68
6,Travel,483895,29516.04,0.939,0.061,341054.04
4,Bills,186840,14242.23,0.9238,0.0762,123005.13
4,Investment,31200,6833.83,0.781,0.219,20378.61
2,Groceries,21401,3192.57,0.8508,0.1492,14429.28
8,Investment,32933,2390.0,0.9274,0.0726,21635.82
11,Food,141136,33290.5,0.7641,0.2359,100049.55
3,Entertainment,221341,5612.8,0.9746,0.0254,150365.69
2,Bills,16927,1264.56,0.9253,0.0747,11378.62
11,Food,52663,4329.37,0.9178,0.0822,37633.84
10,Investment,402630,58080.82,0.8557,0.1443,280778.77
4,Bills,61593,3368.18,0.9453,0.0547,40905.49
3,Shopping,129087,11255.03,0.9128,0.0872,89478.4
5,Groceries,318422,35922.54,0.8872,0.1128,211511.0
10,Bills,256116,9756.96,0.9619,0.0381,183754.65
12,Investment,111957,9020.18,0.9194,0.0806,81567.4
6,Shopping,92025,8898.87,0.9033,0.0967,63858.24
6,Travel,304824,19676.63,0.9354,0.0646,218503.56
8,Shopping,38135,5346.0,0.8598,0.1402,26928.22
5,Food,99724,16605.02,0.8335,0.1665,69383.08
4,Bills,45584,2426.15,0.9468,0.0532,30560.36
5,Food,140563,12277.34,0.9127,0.0873,95301.55
3,Medical,54951,1835.19,0.9666,0.0334,38275.12
11,Bills,174160,14095.41,0.9191,0.0809,129062.32
2,Entertainment,88698,8945.97,0.8991,0.1009,61267.69
12,Shopping,346895,58453.89,0.8315,0.1685,243941.63
4,Entertainment,414839,10903.86,0.9737,0.0263,278687.49
2,Travel,477648,56056.18,0.8826,0.1174,314786.74
4,Rent,179315,34091.43,0.8099,0.1901,120731.19
5,Entertainment,39017,3841.8,0.9015,0.0985,25850.38
10,Medical,375993,16232.41,0.9568,0.0432,284392.21
5,Bills,463312,26926.76,0.9419,0.0581,315976.09
2,Groceries,86323,8216.91,0.9048,0.0952,59544.76
4,Medical,70400,7271.27,0.8967,0.1033,48161.94
8,Entertainment,169711,3818.34,0.9775,0.0225,113433.21
1,Groceries,359762,41279.16,0.8853,0.1147,245116.15
6,Entertainment,19332,585.74,0.9697,0.0303,13204.84
1,Entertainment,81692,7165.91,0.9123,0.0877,58461.64
4,Bills,41698,1920.2,0.9539,0.0461,28417.02
1,Travel,146098,22384.84,0.8468,0.1532,100417.93
4,Medical,112716,2768.98,0.9754,0.0246,73731.31
2,Bills,151012,12112.36,0.9198,0.0802,106796.2
12,Bills,19736,2968.4,0.8496,0.1504,14175.27
1,Groceries,17772,1644.14,0.9075,0.0925,11778.29
11,Food,35095,6503.99,0.8147,0.1853,25594.17
4,Food,41198,2922.98,0.9291,0.0709,28454.84
3,Rent,22367,8038.1,0.6406,0.3594,15849.74
12,Food,18483,3677.19,0.8011,0.1989,12477.78
9,Travel,24350,4066.29,0.833,0.167,16703.75
12,Groceries,37873,5590.16,0.8524,0.1476,27085.64
2,Medical,25709,2317.55,0.9099,0.0901,17422.46
2,Rent,36620,15198.3,0.585,0.415,24108.1
1,Entertainment,326044,9619.99,0.9705,0.0295,228255.41
3,Travel,148773,16005.67,0.8924,0.1076,98153.34
11,Rent,116535,32533.55,0.7208,0.2792,82023.56
11,Medical,400003,27556.06,0.9311,0.0689,273187.41
11,Medical,177994,7870.56,0.9558,0.0442,132014.39
9,Travel,472168,47434.68,0.8995,0.1005,320023.79
3,Investment,205666,25875.38,0.8742,0.1258,141878.97
2,Rent,46619,8753.57,0.8122,0.1878,31907.91
9,Shopping,26093,1779.62,0.9318,0.0682,17807.92
11,Medical,20676,2248.06,0.8913,0.1087,15034.81
8,Travel,120316,16278.05,0.8647,0.1353,80326.15
6,Travel,30285,5366.3,0.8228,0.1772,20313.89
12,Food,40994,4355.13,0.8938,0.1062,29512.56
11,Travel,432911,75198.26,0.8263,0.1737,293791.34
7,Travel,60367,3037.2,0.9497,0.0503,42708.44
10,Rent,255182,81210.65,0.6818,0.3182,190810.71
11,Groceries,235187,34045.13,0.8552,0.1448,163453.59
2,Groceries,104042,9963.87,0.9042,0.0958,73219.7
3,Rent,58787,10649.89,0.8188,0.1812,40650.55
9,Food,33772,4698.02,0.8609,0.1391,24190.26
6,Travel,40011,1961.46,0.951,0.049,27015.59
5,Medical,39553,1450.05,0.9633,0.0367,26659.26
1,Travel,73183,4272.85,0.9416,0.0584,52552.39
2,Medical,66532,5254.63,0.921,0.079,45913.28
8,Groceries,19551,2284.1,0.8832,0.1168,13955.08
8,Shopping,307967,25702.3,0.9165,0.0835,211540.53
10,Medical,20785,709.88,0.9658,0.0342,15305.17
5,Groceries,170309,20710.75,0.8784,0.1216,122223.81
11,Investment,316528,67696.45,0.7861,0.2139,216101.08
1,Entertainment,17970,1092.9,0.9392,0.0608,12702.99
6,Travel,454265,70508.46,0.8448,0.1552,297059.77
7,Investment,358099,33360.39,0.9068,0.0932,256777.74
9,Rent,178572,40198.28,0.7749,0.2251,122251.45
1,Investment,27892,2649.05,0.905,0.095,19107.23
3,Medical,84768,7994.9,0.9057,0.0943,57180.63
10,Rent,23014,9955.02,0.5674,0.4326,17630.09
7,Entertainment,40574,3427.93,0.9155,0.0845,28917.38
2,Bills,347631,24501.88,0.9295,0.0705,242604.12
1,Investment,150508,8228.98,0.9453,0.0547,103883.75
1,Travel,27642,1272.77,0.954,0.046,19212.3
5,Shopping,196612,11455.93,0.9417,0.0583,132670.73
6,Food,20009,3590.34,0.8206,0.1794,13378.56
1,Rent,26620,11674.1,0.5615,0.4385,17607.88
11,Groceries,120655,23582.47,0.8045,0.1955,84568.66
4,Entertainment,289743,7987.21,0.9724,0.0276,190327.58
10,Bills,38100,5100.46,0.8661,0.1339,26255.14
9,Medical,27509,1730.68,0.9371,0.0629,18603.58
9,Groceries,38041,5519.7,0.8549,0.1451,26463.59
10,Medical,81345,2164.88,0.9734,0.0266,61607.28
7,Groceries,346115,54027.58,0.8439,0.1561,244238.72
9,Groceries,291038,20935.34,0.9281,0.0719,205797.89
2,Rent,21041,6314.28,0.6999,0.3001,15129.16
6,Bills,16468,1955.54,0.8813,0.1187,10985.14
5,Investment,414637,31579.95,0.9238,0.0762,271565.99
3,Bills,87260,9093.64,0.8958,0.1042,61583.51
1,Shopping,35955,4027.35,0.888,0.112,24421.24
8,Shopping,464291,15198.65,0.9673,0.0327,308663.2
8,Food,499899,42086.64,0.9158,0.0842,355160.88
8,Rent,337934,49653.28,0.8531,0.1469,230429.64
7,Bills,31825,2205.03,0.9307,0.0693,21285.94
12,Investment,45319,7216.3,0.8408,0.1592,32033.42
11,Food,418976,44213.88,0.8945,0.1055,300904.13
6,Food,26392,3534.73,0.8661,0.1339,18237.83
7,Medical,163248,11138.74,0.9318,0.0682,116794.56
7,Investment,55782,4376.91,0.9215,0.0785,38003.23
11,Bills,318454,22976.91,0.9278,0.0722,227644.56
11,Medical,35871,2445.99,0.9318,0.0682,25442.67
3,Bills,186148,17065.98,0.9083,0.0917,129003.35
9,Food,30643,1872.0,0.9389,0.0611,20391.35
7,Rent,194346,39741.19,0.7955,0.2045,138909.68
3,Food,38503,4508.27,0.8829,0.1171,27339.81
9,Groceries,45985,4463.61,0.9029,0.0971,32784.16
1,Travel,294968,37553.64,0.8727,0.1273,192495.51
1,Investment,144460,16355.39,0.8868,0.1132,96094.39
3,Groceries,336260,32141.19,0.9044,0.0956,227976.23
12,Entertainment,89131,3822.96,0.9571,0.0429,61629.33
5,Shopping,27739,2181.68,0.9213,0.0787,19359.34
10,Medical,34848,2182.87,0.9374,0.0626,25668.58
3,Rent,19920,6425.56,0.6774,0.3226,13301.06
5,Shopping,66251,6193.83,0.9065,0.0935,46557.45
12,Food,25211,2314.87,0.9082,0.0918,19284.98
2,Food,188534,19435.92,0.8969,0.1031,126771.01
2,Groceries,48831,5596.91,0.8854,0.1146,31892.29
10,Food,59215,10235.19,0.8272,0.1728,40341.71
4,Rent,17233,7305.22,0.5761,0.4239,11609.92
8,Food,22910,4053.39,0.8231,0.1769,16363.33
5,Food,74183,6674.62,0.91,0.09,49459.23
11,Groceries,478026,39449.27,0.9175,0.0825,338623.2
4,Groceries,33106,3255.83,0.9017,0.0983,22158.39
9,Travel,24281,962.66,0.9604,0.0396,16358.38
6,Food,24316,4153.21,0.8292,0.1708,16968.5
8,Groceries,49094,5788.37,0.8821,0.1179,32335.75
6,Bills,304126,13264.33,0.9564,0.0436,217154.67
3,Investment,17555,1844.13,0.895,0.105,11550.4
11,Groceries,96314,17616.26,0.8171,0.1829,66372.75
2,Food,325604,42739.39,0.8687,0.1313,214195.6
3,Investment,80297,25989.36,0.6763,0.3237,52856.34
2,Medical,43870,2746.87,0.9374,0.0626,29052.55
8,Entertainment,146157,5387.72,0.9631,0.0369,101812.31
4,Food,203771,23922.97,0.8826,0.1174,138870.85
3,Travel,19466,2811.8,0.8556,0.1444,13033.53
2,Medical,22262,1302.83,0.9415,0.0585,14778.37
7,Groceries,42806,4693.77,0.8903,0.1097,28991.05
6,Rent,24631,4666.74,0.8105,0.1895,16184.19
11,Medical,32847,1422.26,0.9567,0.0433,22560.21
7,Travel,172390,22303.45,0.8706,0.1294,123491.57
2,Food,176154,29017.33,0.8353,0.1647,123039.34
4,Travel,107642,3910.56,0.9637,0.0363,74230.13
5,Food,46944,4998.79,0.8935,0.1065,33173.25
5,Food,160926,20980.94,0.8696,0.1304,110270.12
3,Shopping,199524,8559.75,0.9571,0.0429,135147.29
2,Rent,452358,139787.59,0.691,0.309,299314.03
4,Bills,25792,1849.6,0.9283,0.0717,17374.09
4,Rent,26214,6346.31,0.7579,0.2421,18274.25
3,Medical,24609,1043.27,0.9576,0.0424,16858.68
8,Food,73290,11503.93,0.843,0.157,50457.15
7,Investment,41619,4484.25,0.8923,0.1077,29510.27
8,Rent,121630,24938.0,0.795,0.205,82843.51
9,Food,477255,49200.63,0.8969,0.1031,334198.26
9,Rent,118161,24920.8,0.7891,0.2109,79381.25
11,Rent,58998,24903.21,0.5779,0.4221,41732.44
1,Groceries,118302,11862.71,0.8997,0.1003,79194.51
5,Travel,123664,4971.23,0.9598,0.0402,83497.87
8,Bills,178648,16060.32,0.9101,0.0899,116780.35
6,Shopping,16469,1798.32,0.8908,0.1092,10898.8
12,Investment,156572,14434.69,0.9078,0.0922,118026.09
8,Groceries,307338,25707.14,0.9164,0.0836,199987.3
7,Investment,54662,18433.37,0.6628,0.3372,36721.04
8,Groceries,108536,10856.52,0.9,0.1,76632.51
7,Investment,16736,3755.09,0.7756,0.2244,11719.67
10,Medical,267300,14519.37,0.9457,0.0543,192730.82
7,Travel,95117,15848.04,0.8334,0.1666,66145.45
1,Groceries,135418,18308.39,0.8648,0.1352,91145.4
1,Food,171017,25642.13,0.8501,0.1499,115100.45
9,Shopping,432284,17222.34,0.9602,0.0398,292969.16
12,Bills,19009,3103.93,0.8367,0.1633,13110.54
5,Food,16341,2080.05,0.8727,0.1273,10828.55
8,Bills,83161,7943.41,0.9045,0.0955,57327.05
9,Medical,251990,8022.45,0.9682,0.0318,164366.54
2,Medical,239601,10237.82,0.9573,0.0427,169847.57
7,Investment,44445,4547.91,0.8977,0.1023,30151.49
12,Groceries,101067,21108.21,0.7911,0.2089,71030.35
7,Medical,21371,2052.03,0.904,0.096,15018.76
6,Travel,24063,3820.54,0.8412,0.1588,16324.5
11,Entertainment,27739,897.44,0.9676,0.0324,20154.19
4,Investment,15292,2411.26,0.8423,0.1577,10970.59
10,Investment,15966,1172.31,0.9266,0.0734,12129.29
7,Investment,43660,12210.42,0.7203,0.2797,30821.15
2,Entertainment,470013,30122.64,0.9359,0.0641,312476.8
7,Travel,35255,5703.8,0.8382,0.1618,24977.01
9,Investment,436481,49984.04,0.8855,0.1145,310232.22
7,Food,65210,8275.94,0.8731,0.1269,46060.93
7,Bills,390043,17760.92,0.9545,0.0455,257471.5
5,Shopping,146412,6458.01,0.9559,0.0441,98090.89
4,Travel,15604,3187.97,0.7957,0.2043,10583.19
4,Travel,291141,27433.47,0.9058,0.0942,200697.4
8,Shopping,192320,21408.58,0.8887,0.1113,125815.85
8,Investment,234523,39975.36,0.8295,0.1705,166784.7
6,Groceries,37241,3878.81,0.8958,0.1042,24704.72
8,Rent,62664,19804.54,0.684,0.316,44017.07
12,Groceries,162619,20170.82,0.876,0.124,117191.56
6,Shopping,46371,6123.7,0.8679,0.1321,32963.65
5,Medical,33940,2536.15,0.9253,0.0747,23635.65
10,Investment,22292,6168.05,0.7233,0.2767,16326.86
12,Medical,159321,12336.28,0.9226,0.0774,111470.66
10,Investment,36688,7007.07,0.809,0.191,25295.36
6,Rent,79482,17317.84,0.7821,0.2179,53127.01
6,Bills,170793,15471.42,0.9094,0.0906,114848.62
4,Food,47375,5416.73,0.8857,0.1143,31011.23
1,Food,346826,31475.8,0.9092,0.0908,244761.2
6,Shopping,296651,11461.96,0.9614,0.0386,209595.55
8,Entertainment,277514,18341.9,0.9339,0.0661,191171.27
3,Travel,15946,1864.61,0.8831,0.1169,11125.85
10,Rent,53258,17697.56,0.6677,0.3323,36857.86
9,Medical,118522,6807.25,0.9426,0.0574,81561.61
